polygon_id,lat,lng,title,color,fill_color,description
central-america-modern,15,-84,"Central America (modern borders) — Guatemala/Honduras/Nicaragua/El Salvador",#2E7D32,#2E7D3233,""
central-america-modern,11,-84,"Central America (modern borders) — Guatemala/Honduras/Nicaragua/El Salvador",#2E7D32,#2E7D3233,""
central-america-modern,13,-89,"Central America (modern borders) — Guatemala/Honduras/Nicaragua/El Salvador",#2E7D32,#2E7D3233,""
central-america-modern,14,-92,"Central America (modern borders) — Guatemala/Honduras/Nicaragua/El Salvador",#2E7D32,#2E7D3233,""
east-africa-modern,4,30,"East Africa (modern borders) — Uganda/Kenya/Tanzania",#2E7D32,#2E7D3233,"Modern political borders (post-independence 1960s). Highland Arabica at 1,500–2,000 m. Uganda is also Africa's largest Robusta producer. British colonial cultivation systems transitioned to smallholder ownership."
east-africa-modern,4,36,"East Africa (modern borders) — Uganda/Kenya/Tanzania",#2E7D32,#2E7D3233,""
east-africa-modern,5,41,"East Africa (modern borders) — Uganda/Kenya/Tanzania",#2E7D32,#2E7D3233,""
east-africa-modern,-1,41,"East Africa (modern borders) — Uganda/Kenya/Tanzania",#2E7D32,#2E7D3233,""
east-africa-modern,-11,40,"East Africa (modern borders) — Uganda/Kenya/Tanzania",#2E7D32,#2E7D3233,""
east-africa-modern,-11,30,"East Africa (modern borders) — Uganda/Kenya/Tanzania",#2E7D32,#2E7D3233,""
east-africa-modern,-4,29,"East Africa (modern borders) — Uganda/Kenya/Tanzania",#2E7D32,#2E7D3233,""
east-africa-modern,1,30,"East Africa (modern borders) — Uganda/Kenya/Tanzania",#2E7D32,#2E7D3233,""
